question_id,irt_difficulty
Q08241,1.1005985824722968
Q08465,1.100154539446181
Q10418,1.0999439195687062
Q05666,1.0988129800173163
Q00626,1.0972115757870327
Q02840,1.0965422193105359
Q00606,1.096421216173868
Q07224,1.0950179834850227
Q02115,1.0949230988025407
Q04443,1.0939368606196338
Q05405,1.0932575083630818
Q02130,1.0907708439137842
Q03251,1.0907569063858127
Q06710,1.0903057013523985
Q09310,1.0890554773104113
Q08385,1.0884000631092
Q08487,1.0883760198162338
Q06602,1.087682044197705
Q08173,1.0861651300383182
Q00208,1.0846094439149438
Q05824,1.084180215476387
Q09045,1.0832681548387129
Q01624,1.083070515049529
Q07826,1.0811388913640592
Q03694,1.080226998502317
Q03056,1.0801836595259264
Q04750,1.0797570126747271
Q04890,1.0784169491923885
Q05180,1.0770082660728926
Q00832,1.074269470057262
Q08349,1.0730861534185734
Q04252,1.0719945930989832
Q03039,1.071796107599779
Q01046,1.070929825698906
Q06007,1.0709224905722716
Q07904,1.0697499908076067
Q08876,1.0694216458986396
Q01983,1.0688844089194838
Q03745,1.067909930702768
Q03650,1.0671415970522737
Q03274,1.0662153361306121
Q08392,1.0660996875033337
Q05186,1.065967520792372
Q04470,1.0659599575393388
Q00593,1.0647542725397705
Q06553,1.0646405742551002
Q02850,1.0643080493577357
Q02496,1.063708511497502
Q07119,1.0636786644116627
Q10120,1.0634902465665983
Q02347,1.0631297410470124
Q04247,1.0625466912105188
Q06735,1.0617888684461672
Q07576,1.0611339991847564
Q03913,1.0604970950693364
Q06037,1.0597265276246313
Q01595,1.0590574463799256
Q09690,1.0585125705699743
Q03568,1.0581894142251622
Q02188,1.057744293966091
Q06135,1.0574877518692412
Q01007,1.0568459266126384
Q03228,1.0568428228078688
Q00846,1.056756611199837
Q08199,1.0559900263696878
Q08379,1.05294063476187
Q06533,1.0525775780449855
Q06514,1.050656280452393
Q00719,1.0490105713243574
Q05879,1.0487931791294105
Q08331,1.0473780126095023
Q06805,1.046272215305907
Q03620,1.0461308678007888
Q07400,1.0456950505814468
Q03877,1.044292570914572
Q03285,1.0438198805643168
Q07619,1.0434811119003327
Q02565,1.0430298689057038
Q08601,1.0408810392247971
Q04634,1.0408782388016191
Q03422,1.0400409885619644
Q03586,1.0383042311766544
Q05986,1.0381968505961228
Q07569,1.0366715814019793
Q08336,1.0358770755017597
Q04145,1.0352651226573073
Q09624,1.0351588714096747
Q00524,1.0339231036910992
Q08914,1.0333266580779379
Q03417,1.033174105578109
Q00169,1.0322561606636516
Q05210,1.0296136159929887
Q07364,1.0293200445184747
Q02780,1.0288996908211578
Q00275,1.028299441037621
Q05522,1.0279303363024972
Q04341,1.026726192894553
Q07029,1.0259219473598995
Q09014,1.0255079340682236
Q08616,1.0254081860317195
Q04622,1.024634341959743
Q05943,1.0238572328695692
Q07352,1.0235600275583192
Q02139,1.0232978316987213
Q10424,1.0232374098820298
Q02428,1.0213471762763064
Q08174,1.020943196258896
Q03729,1.0204003751750896
Q01277,1.0203008285132573
Q07088,1.0191107880284662
Q05124,1.0189126948992449
Q07491,1.0173204171776906
Q04718,1.0160912548363445
Q03449,1.0159096152228086
Q06596,1.0153717404589564
Q08326,1.0143290174673043
Q01502,1.013349712187124
Q02965,1.0129696129897157
Q06603,1.012852893258038
Q05973,1.012744711978401
Q05287,1.0087751555710698
Q09067,1.0083334260697363
Q07402,1.0072368615687202
Q06456,1.005413139494683
Q00375,1.0044688154620842
Q01877,1.0038859860191764
Q10319,1.003728501865341
Q04612,1.0033684032635077
Q07898,1.0032186659809164
Q03102,1.0028601560734798
Q07591,1.0024464469747572
Q02211,1.0022862866906597
Q08496,1.0006889789227817
Q09811,1.0005435671671765
Q07190,1.000239473449795
Q06503,0.9998165191336063
Q07146,0.9986359304631648
Q05317,0.9960397998860891
Q04453,0.9954035416177268
Q04440,0.9951561127941154
Q01078,0.9920481332728295
Q09979,0.9892813593943074
Q09848,0.9886058130996571
Q06972,0.9868370233753246
Q04556,0.9858490594641681
Q06918,0.9855493058062412
Q07066,0.9852320739672586
Q04964,0.9847812090890466
Q00883,0.9836815939844187
Q07316,0.9836153033554932
Q00728,0.9832515005015563
Q07405,0.9832424936954401
Q09253,0.982725470704694
Q01635,0.9824595337942957
Q07248,0.9821566430887767
Q01922,0.9819399815072412
Q04695,0.981440456199562
Q08724,0.9814004262481283
Q03221,0.9809838559091644
Q06683,0.980748677242458
Q02594,0.9802035287556515
Q05267,0.9795280926266527
Q05046,0.9792055491604569
Q07734,0.9786251576946741
Q07389,0.9775246795412604
Q09002,0.9772399262903908
Q01963,0.9757466059331368
Q04448,0.9756043180970874
Q10026,0.9751943656287483
Q10296,0.9744478403563614
Q02229,0.9739823094016045
Q10199,0.9737604451080897
Q05665,0.9731528722538524
Q10241,0.9720681150184918
Q00222,0.972024511135811
Q01588,0.9711727359234844
Q06694,0.971114128525788
Q07561,0.9709853269254602
Q01785,0.9706125955142939
Q01370,0.9695306147238935
Q07978,0.9694654659464853
Q09474,0.968774725865516
Q02717,0.968712386406008
Q02889,0.9684221833780595
Q07393,0.9679388149298761
Q01823,0.967593819222318
Q01359,0.9673339006079621
Q00325,0.96728112607376
Q06392,0.9658310730581936
Q08662,0.9656091685585242
Q03655,0.964335402382668
Q08972,0.9636060990144709
Q02038,0.9631610878989962
Q05211,0.963147886731275
Q02039,0.9610110349232065
Q02709,0.9606829632225679
Q04402,0.9601338893307032
Q01503,0.9593046786380155
Q04666,0.959018794456581
Q00856,0.9584793889939955
Q06095,0.9577169619622731
Q08020,0.9570461620999787
Q09834,0.956616370902862
Q06395,0.9562111345299396
Q08449,0.9555977870555198
Q09717,0.955177197314699
Q04954,0.9551548112339583
Q05409,0.955048908721569
Q01333,0.9548314043882946
Q03340,0.9544240194516181
Q02506,0.9542643675259028
Q01546,0.9538099359210743
Q09528,0.9526662409312007
Q04642,0.9518121288531921
Q10233,0.9510747592275054
Q05438,0.9495325473911848
Q10166,0.9487632172849957
Q04491,0.9477536142009593
Q00030,0.9464702023089583
Q02323,0.9453037947788343
Q02186,0.9431720411279512
Q05979,0.9431473046439973
Q00332,0.9430881923512184
Q09003,0.9429039567271077
Q05245,0.9425625940500376
Q00696,0.9417676697123397
Q00863,0.9414277403571066
Q08966,0.9413495228682702
Q06597,0.9400638479406062
Q02009,0.9385320812020871
Q04913,0.938024760478676
Q04950,0.9377036052889085
Q07933,0.9373604815788457
Q03394,0.9364531609667734
Q02102,0.9356767799474084
Q05423,0.9349825991615898
Q08860,0.9342300129036628
Q04291,0.9330093710855104
Q07138,0.932485582213242
Q04767,0.9313388153331039
Q04742,0.9306763167416106
Q10341,0.9297407725403307
Q04798,0.9294830270335609
Q07610,0.927626605861774
Q04557,0.9273781915199973
Q00062,0.9273763864564143
Q03225,0.927331815640851
Q06267,0.9268693698874257
Q06747,0.9264731904829117
Q09493,0.9264614194976613
Q07717,0.926307421741565
Q05711,0.9258733389780786
Q02067,0.9257248015816106
Q07908,0.9256008241184841
Q02931,0.9255032301520806
Q06635,0.9242875362179521
Q05213,0.9242461174444493
Q07526,0.9232887042605837
Q06846,0.9230262524207206
Q02715,0.9225317934323699
Q01671,0.9187699707854443
Q05630,0.9187180299497116
Q02742,0.9178570724054751
Q05103,0.9175140566420094
Q06510,0.9170079610932954
Q03517,0.9169920007279855
Q08967,0.9159383820036956
Q09877,0.9159316679443533
Q07025,0.9158536121039287
Q07390,0.9157050741903148
Q09587,0.9156765612391279
Q09230,0.9153880841332729
Q06670,0.9151184730558216
Q09404,0.9143304986530709
Q06438,0.9135395120613508
Q04034,0.9126572471821698
Q09206,0.9114619198622906
Q04497,0.9112119758133447
Q09607,0.9112032514744431
Q08355,0.9111263726240588
Q07271,0.9098050650546493
Q06410,0.9096658104457732
Q08082,0.9095682589195654
Q05780,0.9094170477173372
Q10453,0.9092933585397002
Q08686,0.9092911307341505
Q00551,0.9091302199589605
Q07958,0.909094268223431
Q07456,0.9082462794350431
Q04652,0.9080336109278232
Q06544,0.9068537864189274
Q01203,0.9061121854185821
Q09992,0.9059519211887027
Q01012,0.9042716839236591
Q07751,0.9042296859806725
Q07670,0.9025224561415834
Q02476,0.9019758271760886
Q04716,0.9019514197797306
Q10180,0.9016412313881599
Q01606,0.9013429208086653
Q10330,0.900877165234931
Q03279,0.899628575917081
Q04419,0.8992327378471636
Q09248,0.8986487397633041
Q01403,0.89835167130869
Q02125,0.8978983728677674
Q09264,0.8978798346486944
Q06911,0.8977667679228627
Q01120,0.8971274000477159
Q09076,0.8959314531327426
Q07962,0.8959218965525033
Q03651,0.8951725024553486
Q09501,0.8945691100517466
Q08332,0.8943760484002162
Q00381,0.8937858030928688
Q03194,0.8936730096456592
Q00518,0.8935015607547324
Q05107,0.8933701740094508
Q06741,0.89269421646168
Q10272,0.8910705391708802
Q03153,0.8908127247723834
Q03926,0.8904945559491605
Q10500,0.8904644640259415
Q06837,0.8904136384442812
Q01404,0.8903827801958455
Q03585,0.8900898446850377
Q05435,0.8900058759859107
Q06219,0.889314845456695
Q05318,0.8888236982218964
Q09552,0.8879909430016647
Q01459,0.8874309807369724
Q10118,0.8870849176316647
Q00952,0.8870469439816084
Q03230,0.885776614133938
Q02798,0.8853125990035073
Q02652,0.8852513410344666
Q04678,0.8851698271743226
Q06966,0.8848894864895348
Q00468,0.88457947883161
Q01433,0.8844407498440265
Q05715,0.88431601324055
Q07844,0.883616848318854
Q07911,0.8833370180645619
Q02050,0.883259470789576
Q00013,0.8829776793772254
Q02828,0.8819853228264273
Q05962,0.8819750590004419
Q07414,0.8818498678853195
Q02921,0.8813013009427494
Q01436,0.8800979000168865
Q02833,0.8788859638028654
Q04101,0.8785862969340277
Q00823,0.8768776537739225
Q01930,0.8762790849932887
Q08909,0.8762410764644706
Q00625,0.8757954216990842
Q05300,0.8757311103973272
Q05862,0.8751426826706237
Q06072,0.8748101301276776
Q01603,0.874118438529664
Q05543,0.8736705898537953
Q00576,0.8734430202238338
Q06536,0.873392164226773
Q04308,0.8731196440222458
Q03367,0.8726702388375094
Q08125,0.8723383284858228
Q01754,0.8716792319049024
Q05635,0.8701552351993584
Q08778,0.8701062732124364
Q07461,0.8700871158713641
Q00751,0.8696782027112544
Q08659,0.8696571565408295
Q08342,0.8693313280423915
Q08568,0.8690140085131528
Q09721,0.8689043498292286
Q03857,0.8687234124868113
Q04779,0.8687045751411483
Q04415,0.8679492394661531
Q04248,0.8678162974748338
Q01086,0.8676743033108043
Q06811,0.8676618136027064
Q07719,0.8675662953825317
Q03248,0.8666753125200993
Q01104,0.8666137610110685
Q09549,0.8656210308673804
Q06632,0.8654478414712975
Q07137,0.8649785353352968
Q04722,0.8640788810778086
Q07728,0.8639755919819921
Q01264,0.8638954470059952
Q05272,0.8638551035864107
Q00597,0.8623944241545296
Q01388,0.862258454911846
Q02544,0.861547413337916
Q09288,0.8611598349849425
Q08973,0.8611178587897274
Q00581,0.8602591001449589
Q02285,0.8597443141392499
Q03977,0.8593047499774648
Q05520,0.8590940882101419
Q04053,0.8589797544054806
Q02152,0.8585340293552146
Q05264,0.8574306991307209
Q01069,0.8573675459772605
Q05602,0.8570463677637178
Q07361,0.8565844501299898
Q08667,0.8559058102509852
Q06132,0.8557157501528062
Q09644,0.8555054132883848
Q07823,0.855490693783016
Q00616,0.8554885826842187
Q01392,0.8553171104836371
Q06027,0.8550639970832575
Q02180,0.8550550882651161
Q05464,0.8550406970500171
Q04303,0.8550214607426572
Q03026,0.854951243040861
Q08651,0.8545773764744614
Q03297,0.8545193138706567
Q09201,0.8539319989101024
Q02443,0.8535752632066853
Q02922,0.8530444388008603
Q04577,0.8528759109043249
Q01737,0.8519803782293868
Q02660,0.8513823517171244
Q05324,0.8508674504169732
Q00474,0.8507651019064976
Q09718,0.8507518210034274
Q09540,0.8495710952584331
Q02898,0.8494443847446644
Q05823,0.8491673763728123
Q00816,0.8487322818066607
Q09556,0.8485736048778032
Q07602,0.8484751991353918
Q07624,0.8481950279319088
Q03575,0.8469749419663642
Q09770,0.8466146987753883
Q02418,0.8464622099793528
Q05546,0.8458600304337792
Q07726,0.8454573660873758
Q06454,0.8443323270423431
Q01265,0.8433795499012063
Q07948,0.8429250362161766
Q00648,0.8426105189884905
Q03409,0.8425874465858464
Q04582,0.8424357449329427
Q06035,0.8424286689341586
Q06017,0.8419398256586886
Q00701,0.841562424841831
Q08126,0.8410642963004203
Q10282,0.8410631131164759
Q01272,0.8410488051125673
Q01226,0.8408936419005982
Q10375,0.8407162429066941
Q06025,0.8401593024830101
Q01937,0.8391676483780651
Q06951,0.8391389027160483
Q08996,0.8387396331133371
Q01256,0.8381894000433884
Q06659,0.8379515132875665
Q10102,0.8375247704607457
Q02501,0.8362807341013594
Q08995,0.8354423016085597
Q09388,0.8345987272864636
Q03300,0.8344087005600509
Q09869,0.8340592814465084
Q00198,0.8339809242560043
Q10111,0.8333949716988959
Q02495,0.8332439345587962
Q05429,0.8331613819024215
Q06497,0.8330393798148334
Q08044,0.8319957472033989
Q07196,0.8313802124784376
Q05015,0.830663016292658
Q04803,0.8306210089307292
Q06719,0.8300128688582409
Q04674,0.8298816552800524
Q07379,0.8297276853566018
Q05216,0.8294807544920767
Q01772,0.8288173467837123
Q01976,0.828788377353767
Q06022,0.8287231866481851
Q09341,0.8285896687276836
Q05895,0.8280200050212375
Q05529,0.8269975802131104
Q08897,0.8266500046276416
Q00490,0.8262081043633503
Q03286,0.8261700122018945
Q09162,0.8260074894685219
Q07362,0.825493604737217
Q08457,0.8253978885996046
Q06481,0.8243711437079394
Q08831,0.8242279754794433
Q08180,0.8241970226048375
Q08809,0.8234575276887421
Q04017,0.823383759207063
Q07142,0.8225236782779367
Q01183,0.8225080454955688
Q07165,0.8219142936328901
Q00756,0.8214903890526465
Q06872,0.8197874791766337
Q01253,0.8193770679379893
Q10366,0.8193134566373503
Q10387,0.8190015428061475
Q01691,0.8188130857197541
Q05182,0.8184226304185073
Q01996,0.8181612507696691
Q07611,0.8179625171481149
Q02646,0.8173577217219051
Q01607,0.8169734061630118
Q05228,0.816539767996106
Q08224,0.8163063564309453
Q03058,0.8162213419580603
Q09063,0.816076909061715
Q03076,0.815409116036915
Q08538,0.8150944503372015
Q10490,0.8142928163551851
Q01900,0.8142012739455994
Q09126,0.8140023638168328
Q09591,0.813294382790602
Q09020,0.8132023221620247
Q05544,0.8130540279216362
Q06390,0.8124017865053712
Q06246,0.8122420578328496
Q04336,0.8116484622788295
Q08289,0.8114312187025313
Q07073,0.8106763368443567
Q05672,0.8104093171724229
Q07858,0.810111214494644
Q03217,0.8099760681302534
Q00009,0.8099312447157959
Q04167,0.8095676366092286
Q08868,0.8086067953238171
Q05255,0.8085099523877949
Q00907,0.8084149648010568
Q09389,0.8083570589952892
Q01266,0.8081757683278215
Q07266,0.8081756624655487
Q04177,0.8080385442341922
Q06416,0.8078710351115096
Q07533,0.8077050318443828
Q08675,0.807577949912679
Q07573,0.807202161434411
Q01740,0.8070303353134844
Q02431,0.805487404084915
Q03321,0.8050641992674986
Q06030,0.8042087427443354
Q05515,0.8042065775696515
Q02023,0.8039993325364545
Q02296,0.8036572971452167
Q02352,0.8034146593137717
Q07106,0.8028403546783224
Q07819,0.8026663371958429
Q03728,0.8021946838752063
Q09745,0.8014480790695909
Q06605,0.8011809638854579
Q03935,0.8009603748136095
Q08284,0.8008356085599193
Q06874,0.8001521981163131
Q01702,0.7999738350352406
Q02442,0.7990206336271579
Q01629,0.7987644083449156
Q01050,0.7983405951014819
Q02941,0.7978945405619124
Q10252,0.7976900803575426
Q07797,0.7965961113111802
Q05421,0.7958560950963025
Q06915,0.7953864722555855
Q09401,0.7947472927184108
Q07789,0.794739685922753
Q00603,0.7940955576483585
Q08475,0.7938921875774693
Q09908,0.7935004032375637
Q00354,0.7933033428752336
Q03947,0.7918276929778123
Q07886,0.7915748661370902
Q09209,0.7913922324818303
Q01612,0.7909126003236266
Q07163,0.7903845585320567
Q09057,0.7903804436176628
Q06474,0.7897230757169799
Q06162,0.7896346181653454
Q05534,0.7892142916946776
Q08262,0.7887433512040606
Q09623,0.7885817126074253
Q02532,0.7885137324163202
Q03603,0.7867590564612569
Q09479,0.786565182261319
Q09311,0.7864666494065643
Q07493,0.7855626260873302
Q09050,0.7851827523222457
Q01238,0.7841132920706446
Q02587,0.7840306786449689
Q09870,0.7834733308100162
Q09073,0.7834026774404186
Q03202,0.7832180907567797
Q00394,0.7830422358887528
Q06858,0.7829691491779032
Q04611,0.7827091506256916
Q07496,0.7824861773045179
Q05100,0.7819502831336739
Q09660,0.7817382661970065
Q09987,0.7812924689542088
Q05016,0.7809147717004795
Q01667,0.7808967609811897
Q04980,0.7808794735351088
Q06691,0.7805485501537027
Q03598,0.7786553775313874
Q03193,0.7781800769149408
Q06957,0.7781627186408914
Q08138,0.7777495970371379
Q01759,0.7775843438068103
Q10411,0.7770112525308928
Q07535,0.7768824989110089
Q04820,0.7768278508627778
Q09228,0.7767872192859474
Q02156,0.7764548914442635
Q03112,0.7757772515249183
Q06849,0.775256264683956
Q02107,0.7733909143698052
Q01430,0.7732858205978174
Q02473,0.7727986942117144
Q04315,0.7726992146043375
Q00016,0.7725402295920843
Q01692,0.7723905271958492
Q01789,0.7723865616170184
Q01087,0.7722363019722208
Q06754,0.7717152941800971
Q04239,0.7715623810265143
Q05492,0.7714744973522497
Q07890,0.770203325996844
Q06845,0.7701281411349373
Q06172,0.7701012915234
Q00829,0.7700674714693903
Q08549,0.7694820251326541
Q04115,0.7692064689668036
Q06339,0.7689936532070414
Q01948,0.768712268842013
Q08494,0.7686659245715548
Q04371,0.7679077981994163
Q09716,0.767530743531442
Q05483,0.7675036986629176
Q09788,0.7667519509883891
Q02707,0.7662219348239208
Q07079,0.7660500891933756
Q06819,0.7657641144646699
Q08265,0.7656751036790135
Q07377,0.765504561121688
Q00034,0.7650769657975056
Q00489,0.7649481255383043
Q05608,0.7645287290961111
Q02553,0.7640088872653787
Q01276,0.7638149306457807
Q06184,0.7634454538740877
Q07718,0.7633950854147187
Q00556,0.7632144808769543
Q09111,0.7626916636186787
Q01636,0.762013842138356
Q07531,0.7619796581556493
Q08998,0.7616324519391268
Q01289,0.7615932521874813
Q00042,0.7615879977832203
Q10190,0.7614428508667589
Q03219,0.7614032050644065
Q07193,0.761031717135548
Q07994,0.7607922225483709
Q06437,0.7603628283316447
Q02896,0.7602922936894545
Q02869,0.7599321363837127
Q00011,0.7599077328809778
Q09434,0.7596237781264771
Q04203,0.7595874031507254
Q03932,0.759571155542528
Q09629,0.7591428655655287
Q05276,0.7589372917206295
Q10006,0.7589058317216012
Q03255,0.7587210071139026
Q10259,0.7583443215187938
Q09080,0.7581864487630772
Q04411,0.7577952466957495
Q07761,0.7577599285691605
Q08739,0.7577014821275201
Q01044,0.7572841073248823
Q04734,0.7566521005068743
Q08441,0.7564957492569138
Q02098,0.756114590108803
Q04134,0.7558574542140957
Q08400,0.7558490987579736
Q00920,0.7557388031183986
Q03523,0.7555136864143931
Q02143,0.7554863433084317
Q01415,0.7552564178155707
Q01520,0.7551446774006482
Q06328,0.7550067500294526
Q03063,0.754953071921783
Q04085,0.7549456326476102
Q04128,0.7545029415673898
Q02399,0.7542068009418285
Q04373,0.7541122254929822
Q00937,0.7538996610610313
Q08946,0.7538308488775877
Q08072,0.7537117168297773
Q01574,0.753650381459308
Q01389,0.7536004490921284
Q08305,0.7533239232161778
Q02191,0.7531033738209413
Q02892,0.752904790848457
Q07517,0.752441442590225
Q07127,0.7515335457450859
Q03022,0.7507990146910357
Q05874,0.7504619438561582
Q06617,0.7502060790833022
Q05852,0.7501623734725513
Q09663,0.7499453533169271
Q10133,0.7499018141508413
Q08395,0.7493745403469303
Q00299,0.7491005755387188
Q07887,0.7488300976237078
Q00966,0.7486392034246669
Q03005,0.7481436707220147
Q02548,0.7479731626108134
Q01364,0.7479508659741475
Q05873,0.7477169410504647
Q06547,0.7474241089705531
Q09139,0.7474087852432075
Q00032,0.7470943958334145
Q01742,0.7470657483881068
Q06460,0.7466396656338765
Q00345,0.7461172014556102
Q06011,0.7458579531239515
Q04500,0.7458022052901435
Q08086,0.7452182150077596
Q10362,0.7447957656951643
Q05704,0.744721959924197
Q03492,0.7446644715270679
Q02823,0.743992242541701
Q04956,0.7437346520292358
Q03042,0.7436719128801529
Q04894,0.743506136589188
Q05458,0.7432104741987392
Q10459,0.7429221097415827
Q07259,0.7426361164943999
Q09380,0.7424209603735635
Q00916,0.7422604420486666
Q02164,0.7416306957165173
Q06880,0.7411583115159196
Q01318,0.7411169443238563
Q01107,0.7403422204588267
Q01198,0.739809686466888
Q04349,0.7390959978566318
Q00494,0.7386563292272631
Q08003,0.7385730052605358
Q01540,0.7379228984228162
Q08454,0.7373491366507373
Q00072,0.7371087129360252
Q01936,0.7366873822222532
Q02433,0.7363763334966138
Q09130,0.7358750534536541
Q08908,0.7358649073090444
Q05232,0.7355462027308971
Q09879,0.7355328222204728
Q00477,0.7348276141484205
Q04495,0.734587125985477
Q10068,0.7343958669540335
Q01497,0.7343142282136774
Q09662,0.7341962242901791
Q05381,0.7341039384085825
Q03923,0.7334470029589405
Q02345,0.7333334103054814
Q07612,0.7324946828944255
Q07825,0.7323877503204895
Q08594,0.7317148286888481
Q01232,0.730980037858921
Q04562,0.7309248289457447
Q02013,0.7308964562380091
Q02489,0.7305366465252958
Q07388,0.7305148025109738
Q03223,0.7303979679490558
Q06347,0.7302760377088922
Q05798,0.7300549104239629
Q10463,0.7296932333663056
Q03769,0.7294636581033414
Q07258,0.7292062461971718
Q04915,0.7290586414317217
Q01741,0.7283435910113477
Q08155,0.7277748065161325
Q07410,0.727094358867894
Q09271,0.726745505424253
Q04478,0.726697691922544
Q00522,0.7266344665535757
Q07019,0.7265918399377992
Q07571,0.7261802555960579
Q05722,0.7258508174211514
Q01644,0.7254933333287217
Q00562,0.7251636134508717
Q01328,0.7251581975720645
Q07912,0.7250830950442205
Q01599,0.724496275208081
Q04193,0.7240841979226115
Q03403,0.723713980119329
Q02398,0.7231854381006345
Q06266,0.7230667149452382
Q02952,0.7230610825899242
Q04216,0.722315189596499
Q01718,0.7220448967414607
Q10475,0.7216355073050914
Q04425,0.7215940061385122
Q03816,0.7212618504811876
Q04796,0.7207290587092634
Q09728,0.7206534746216531
Q09041,0.719508666261741
Q08227,0.719166986998952
Q05263,0.7191187597558047
Q08456,0.7187922037354961
Q10367,0.7182957745473665
Q09035,0.7176621267750226
Q10402,0.7170461494325794
Q09018,0.7161210839258315
Q09864,0.7160639149844659
Q05055,0.7156415158533215
Q05891,0.7154319986908749
Q06170,0.7140799719089312
Q00058,0.7138417369560884
Q09673,0.7138404936046765
Q05452,0.7136021269096468
Q08297,0.7135652217063906
Q09439,0.7129550736518477
